Protein	Gene.ID	Gene	Status	CAFA
2407	P06493	ENSG00000170312	CDK1	Known mitochondrial	Da
2408	P06493	ENSG00000170312	CDK1	Known mitochondrial	Da
2409	P06576	ENSG00000110955	ATP5B	Known mitochondrial	Da
2410	P06733	ENSG00000074800	ENO1	Predicted mitochondrial	Da
2411	P06733	ENSG00000074800	ENO1	Predicted mitochondrial	Da
2412	P07108	ENSG00000155368	DBI	Known mitochondrial	Da
2413	P07108	ENSG00000155368	DBI	Known mitochondrial	Da
2414	P07108	ENSG00000155368	DBI	Known mitochondrial	Da
2415	P07108	ENSG00000155368	DBI	Known mitochondrial	Da
2416	P07108	ENSG00000155368	DBI	Known mitochondrial	Da
2417	P07108	ENSG00000155368	DBI	Known mitochondrial	Da
2418	P07203	ENSG00000233276	GPX1	Known mitochondrial	Da
2419	P07203	ENSG00000233276	GPX1	Known mitochondrial	Da
2420	P07237	ENSG00000185624	P4HB	Known mitochondrial	Da
2421	P07355	ENSG00000182718	ANXA2	Predicted mitochondrial	Da
2422	P07355	ENSG00000182718	ANXA2	Predicted mitochondrial	Da
2423	P07437	ENSG00000196230	TUBB	Predicted mitochondrial	Da
2424	P07602	ENSG00000197746	PSAP	Predicted mitochondrial	Da
2425	P07602	ENSG00000197746	PSAP	Predicted mitochondrial	Da
2426	P07602	ENSG00000197746	PSAP	Predicted mitochondrial	Da
2427	P07814	ENSG00000136628	EPRS	Predicted mitochondrial	Da
2428	P07919	ENSG00000173660	UQCRH	Known mitochondrial	Da
2429	P07954	ENSG00000091483	FH	Known mitochondrial	Da
2430	P07954	ENSG00000091483	FH	Known mitochondrial	Da
2431	P08133	ENSG00000197043	ANXA6	Predicted mitochondrial	Da
2432	P08133	ENSG00000197043	ANXA6	Predicted mitochondrial	Da
2433	P08238	ENSG00000096384	HSP90AB1	Predicted mitochondrial	Da
2434	P08559	ENSG00000131828	PDHA1	Known mitochondrial	Da
2435	P08559	ENSG00000131828	PDHA1	Known mitochondrial	Da
2436	P08559	ENSG00000131828	PDHA1	Known mitochondrial	Da
2437	P08559	ENSG00000131828	PDHA1	Known mitochondrial	Da
2438	P08574	ENSG00000179091	CYC1	Known mitochondrial	Da
2439	P08670	ENSG00000026025	VIM	Predicted mitochondrial	Da
2440	P08865	ENSG00000168028	RPSA	Predicted mitochondrial	Da
2441	P09001	ENSG00000114686	MRPL3	Known mitochondrial	Da
2442	P09110	ENSG00000060971	ACAA1	Predicted mitochondrial	Da
2443	P09110	ENSG00000060971	ACAA1	Predicted mitochondrial	Da
2444	P09211	ENSG00000084207	GSTP1	Predicted mitochondrial	Da
2445	P09417	ENSG00000151552	QDPR	Known mitochondrial	Da
2446	P09417	ENSG00000151552	QDPR	Known mitochondrial	Da
2447	P09543	ENSG00000173786	CNP	Known mitochondrial	Da
2448	P09543	ENSG00000173786	CNP	Known mitochondrial	Da
2449	P09622	ENSG00000091140	DLD	Known mitochondrial	Da
2450	P09622	ENSG00000091140	DLD	Known mitochondrial	Da
2451	P09622	ENSG00000091140	DLD	Known mitochondrial	Da
2452	P09669	ENSG00000164919	COX6C	Known mitochondrial	Da
2453	P09874	ENSG00000143799	PARP1	Known mitochondrial	Da
2454	P09912	ENSG00000126709	IFI6	Known mitochondrial	Da
2455	P09912	ENSG00000126709	IFI6	Known mitochondrial	Da
2456	P09912	ENSG00000126709	IFI6	Known mitochondrial	Da
2457	P0C0E4	ENSG00000102128	RAB40AL	Known mitochondrial	Da
2460	P0C7Q2	ENSG00000254636	ARMS2	Known mitochondrial	Da
2462	P10109	ENSG00000137714	FDX1	Known mitochondrial	Da
2463	P10176	ENSG00000176340	COX8A	Known mitochondrial	Da
2464	P10415	ENSG00000171791	BCL2	Known mitochondrial	Da
2465	P10415	ENSG00000171791	BCL2	Known mitochondrial	Da
2466	P10515	ENSG00000150768	DLAT	Known mitochondrial	Da
2467	P10606	ENSG00000135940	COX5B	Known mitochondrial	Da
2468	P10620	ENSG00000008394	MGST1	Predicted mitochondrial	Da
2469	P10620	ENSG00000008394	MGST1	Predicted mitochondrial	Da
2470	P10809	ENSG00000144381	HSPD1	Known mitochondrial	Da
2471	P10809	ENSG00000144381	HSPD1	Known mitochondrial	Da
2472	P11021	ENSG00000044574	HSPA5	Predicted mitochondrial	Da
2473	P11047	ENSG00000135862	LAMC1	Known mitochondrial	Da
2474	P11142	ENSG00000109971	HSPA8	Predicted mitochondrial	Da
2475	P11142	ENSG00000109971	HSPA8	Predicted mitochondrial	Da
2476	P11177	ENSG00000168291	PDHB	Known mitochondrial	Da
2477	P11177	ENSG00000168291	PDHB	Known mitochondrial	Da
2478	P11177	ENSG00000168291	PDHB	Known mitochondrial	Da
2479	P11182	ENSG00000137992	DBT	Known mitochondrial	Da
2480	P11310	ENSG00000117054	ACADM	Known mitochondrial	Da
2481	P11310	ENSG00000117054	ACADM	Known mitochondrial	Da
2482	P11498	ENSG00000173599	PC	Known mitochondrial	Da
2483	P11498	ENSG00000173599	PC	Known mitochondrial	Da
2484	P11586	ENSG00000100714	MTHFD1	Predicted mitochondrial	Da
2485	P12074	ENSG00000111775	COX6A1	Known mitochondrial	Da
2486	P12235	ENSG00000151729	SLC25A4	Known mitochondrial	Da
2487	P12236	ENSG00000169100	SLC25A6	Known mitochondrial	Da
2488	P12532	ENSG00000223572	CKMT1A	Known mitochondrial	Da
2489	P12532	ENSG00000237289	CKMT1B	Known mitochondrial	Da
2490	P12532	ENSG00000237289	CKMT1B	Known mitochondrial	Da
2491	P12532	ENSG00000223572	CKMT1A	Known mitochondrial	Da
2492	P12694	ENSG00000248098	BCKDHA	Known mitochondrial	Da
2493	P12694	ENSG00000248098	BCKDHA	Known mitochondrial	Da
2494	P12814	ENSG00000072110	ACTN1	Predicted mitochondrial	Da
2495	P12814	ENSG00000072110	ACTN1	Predicted mitochondrial	Da
2496	P12814	ENSG00000072110	ACTN1	Predicted mitochondrial	Da
2497	P12814	ENSG00000072110	ACTN1	Predicted mitochondrial	Da
2498	P12931	ENSG00000197122	SRC	Known mitochondrial	Da
2499	P12931	ENSG00000197122	SRC	Known mitochondrial	Da
2500	P13051	ENSG00000076248	UNG	Known mitochondrial	Da
2501	P13051	ENSG00000076248	UNG	Known mitochondrial	Da
2502	P13073	ENSG00000131143	COX4I1	Known mitochondrial	Da
2503	P13196	ENSG00000023330	ALAS1	Known mitochondrial	Da
2504	P13196	ENSG00000023330	ALAS1	Known mitochondrial	Da
2505	P13647	ENSG00000186081	KRT5	Predicted mitochondrial	Da
2506	P13674	ENSG00000122884	P4HA1	Predicted mitochondrial	Da
2507	P13674	ENSG00000122884	P4HA1	Predicted mitochondrial	Da
2508	P13674	ENSG00000122884	P4HA1	Predicted mitochondrial	Da
2512	P13804	ENSG00000140374	ETFA	Known mitochondrial	Da
2513	P13804	ENSG00000140374	ETFA	Known mitochondrial	Da
2514	P13995	ENSG00000065911	MTHFD2	Known mitochondrial	Da
2515	P13995	ENSG00000065911	MTHFD2	Known mitochondrial	Da
2516	P14324	ENSG00000160752	FDPS	Predicted mitochondrial	Da
2517	P14324	ENSG00000160752	FDPS	Predicted mitochondrial	Da
2518	P14406	ENSG00000112695	COX7A2	Known mitochondrial	Da
2519	P14618	ENSG00000067225	PKM	Predicted mitochondrial	Da
2520	P14618	ENSG00000067225	PKM	Predicted mitochondrial	Da
2521	P14618	ENSG00000067225	PKM	Predicted mitochondrial	Da
2523	P14625	ENSG00000166598	HSP90B1	Predicted mitochondrial	Da
2524	P14735	ENSG00000119912	IDE	Known mitochondrial	Da
2525	P14735	ENSG00000119912	IDE	Known mitochondrial	Da
2526	P14854	ENSG00000126267	COX6B1	Known mitochondrial	Da
2527	P14927	ENSG00000156467	UQCRB	Known mitochondrial	Da
2528	P14927	ENSG00000156467	UQCRB	Known mitochondrial	Da
2529	P15104	ENSG00000135821	GLUL	Predicted mitochondrial	Da
2530	P15121	ENSG00000085662	AKR1B1	Predicted mitochondrial	Da
2531	P15531	ENSG00000239672	NME1	Predicted mitochondrial	Da
2532	P15531	ENSG00000239672	NME1	Predicted mitochondrial	Da
2533	P15538	ENSG00000160882	CYP11B1	Known mitochondrial	Da
2534	P15538	ENSG00000160882	CYP11B1	Known mitochondrial	Da
2535	P15559	ENSG00000181019	NQO1	Known mitochondrial	Da
2536	P15559	ENSG00000181019	NQO1	Known mitochondrial	Da
2537	P15559	ENSG00000181019	NQO1	Known mitochondrial	Da
2538	P15954	ENSG00000127184	COX7C	Known mitochondrial	Da
2539	P16219	ENSG00000122971	ACADS	Known mitochondrial	Da
2540	P16220	ENSG00000118260	CREB1	Known mitochondrial	Da
2541	P16220	ENSG00000118260	CREB1	Known mitochondrial	Da
2542	P16220	ENSG00000118260	CREB1	Known mitochondrial	Da
2543	P16260	ENSG00000122912	SLC25A16	Known mitochondrial	Da
2544	P16435	ENSG00000127948	POR	Predicted mitochondrial	Da
2545	P17152	ENSG00000178307	TMEM11	Known mitochondrial	Da
2546	P17252	ENSG00000154229	PRKCA	Predicted mitochondrial	Da
2547	P17302	ENSG00000152661	GJA1	Known mitochondrial	Da
2548	P17516	ENSG00000198610	AKR1C4	Predicted mitochondrial	Da
2549	P17540	ENSG00000131730	CKMT2	Known mitochondrial	Da
2550	P17568	ENSG00000099795	NDUFB7	Known mitochondrial	Da
2551	P17612	ENSG00000072062	PRKACA	Known mitochondrial	Da
2552	P17612	ENSG00000072062	PRKACA	Known mitochondrial	Da
2553	P17735	ENSG00000198650	TAT	Predicted mitochondrial	Da
2554	P17900	ENSG00000196743	GM2A	Predicted mitochondrial	Da
2555	P18077	ENSG00000182899	RPL35A	Predicted mitochondrial	Da
2556	P18859	ENSG00000154723	ATP5J	Known mitochondrial	Da
2557	P18859	ENSG00000154723	ATP5J	Known mitochondrial	Da
2558	P19099	ENSG00000179142	CYP11B2	Known mitochondrial	Da
2559	P19367	ENSG00000156515	HK1	Predicted mitochondrial	Da
2560	P19367	ENSG00000156515	HK1	Predicted mitochondrial	Da
2561	P19367	ENSG00000156515	HK1	Predicted mitochondrial	Da
2562	P19367	ENSG00000156515	HK1	Predicted mitochondrial	Da
2563	P19404	ENSG00000178127	NDUFV2	Known mitochondrial	Da
2564	P19419	ENSG00000126767	ELK1	Known mitochondrial	Da
2565	P19419	ENSG00000126767	ELK1	Known mitochondrial	Da
2568	P20674	ENSG00000178741	COX5A	Known mitochondrial	Da
2569	P21397	ENSG00000189221	MAOA	Known mitochondrial	Da
2570	P21397	ENSG00000189221	MAOA	Known mitochondrial	Da
2571	P21549	ENSG00000172482	AGXT	Predicted mitochondrial	Da
2572	P21695	ENSG00000167588	GPD1	Predicted mitochondrial	Da
2573	P21695	ENSG00000167588	GPD1	Predicted mitochondrial	Da
2574	P21796	ENSG00000213585	VDAC1	Known mitochondrial	Da
2575	P21912	ENSG00000117118	SDHB	Known mitochondrial	Da
2576	P21953	ENSG00000083123	BCKDHB	Known mitochondrial	Da
2577	P21953	ENSG00000083123	BCKDHB	Known mitochondrial	Da
2578	P21964	ENSG00000093010	COMT	Predicted mitochondrial	Da
2579	P21964	ENSG00000093010	COMT	Predicted mitochondrial	Da
2580	P22033	ENSG00000146085	MUT	Known mitochondrial	Da
2581	P22061	ENSG00000120265	PCMT1	Predicted mitochondrial	Da
2582	P22061	ENSG00000120265	PCMT1	Predicted mitochondrial	Da
2583	P22234	ENSG00000128050	PAICS	Known mitochondrial	Da
2584	P22234	ENSG00000128050	PAICS	Known mitochondrial	Da
2585	P22307	ENSG00000116171	SCP2	Known mitochondrial	Da
2586	P22307	ENSG00000116171	SCP2	Known mitochondrial	Da
2587	P22307	ENSG00000116171	SCP2	Known mitochondrial	Da
2588	P22307	ENSG00000116171	SCP2	Known mitochondrial	Da
2589	P22307	ENSG00000116171	SCP2	Known mitochondrial	Da
2590	P22307	ENSG00000116171	SCP2	Known mitochondrial	Da
2591	P22307	ENSG00000116171	SCP2	Known mitochondrial	Da
2592	P22307	ENSG00000116171	SCP2	Known mitochondrial	Da
2593	P22314	ENSG00000130985	UBA1	Known mitochondrial	Da
2594	P22314	ENSG00000130985	UBA1	Known mitochondrial	Da
2595	P22557	ENSG00000158578	ALAS2	Known mitochondrial	Da
2596	P22557	ENSG00000158578	ALAS2	Known mitochondrial	Da
2597	P22557	ENSG00000158578	ALAS2	Known mitochondrial	Da
2598	P22557	ENSG00000158578	ALAS2	Known mitochondrial	Da
2599	P22570	ENSG00000161513	FDXR	Known mitochondrial	Da
2600	P22570	ENSG00000161513	FDXR	Known mitochondrial	Da
2601	P22570	ENSG00000161513	FDXR	Known mitochondrial	Da
2602	P22570	ENSG00000161513	FDXR	Known mitochondrial	Da
2603	P22570	ENSG00000161513	FDXR	Known mitochondrial	Da
2604	P22570	ENSG00000161513	FDXR	Known mitochondrial	Da
2605	P22570	ENSG00000161513	FDXR	Known mitochondrial	Da
2606	P22695	ENSG00000140740	UQCRC2	Known mitochondrial	Da
2607	P22830	ENSG00000066926	FECH	Known mitochondrial	Da
2608	P22830	ENSG00000066926	FECH	Known mitochondrial	Da
2609	P23284	ENSG00000166794	PPIB	Predicted mitochondrial	Da
2610	P23368	ENSG00000082212	ME2	Known mitochondrial	Da
2611	P23368	ENSG00000082212	ME2	Known mitochondrial	Da
2612	P23378	ENSG00000178445	GLDC	Known mitochondrial	Da
2613	P23396	ENSG00000149273	RPS3	Known mitochondrial	Da
2614	P23396	ENSG00000149273	RPS3	Known mitochondrial	Da
2615	P23434	ENSG00000140905	GCSH	Known mitochondrial	Da
2616	P23443	ENSG00000108443	RPS6KB1	Known mitochondrial	Da
2617	P23443	ENSG00000108443	RPS6KB1	Known mitochondrial	Da
2618	P23443	ENSG00000108443	RPS6KB1	Known mitochondrial	Da
2619	P23443	ENSG00000108443	RPS6KB1	Known mitochondrial	Da
2620	P23443	ENSG00000108443	RPS6KB1	Known mitochondrial	Da
2621	P23763	ENSG00000139190	VAMP1	Known mitochondrial	Da
2622	P23763	ENSG00000139190	VAMP1	Known mitochondrial	Da
2623	P23763	ENSG00000139190	VAMP1	Known mitochondrial	Da
2624	P23786	ENSG00000157184	CPT2	Known mitochondrial	Da
2627	P24310	ENSG00000161281	COX7A1	Known mitochondrial	Da
2628	P24311	ENSG00000131174	COX7B	Known mitochondrial	Da
2629	P24539	ENSG00000116459	ATP5F1	Known mitochondrial	Da
2630	P24752	ENSG00000075239	ACAT1	Known mitochondrial	Da
2631	P24752	ENSG00000075239	ACAT1	Known mitochondrial	Da
2632	P25325	ENSG00000128309	MPST	Known mitochondrial	Da
2633	P25325	ENSG00000128309	MPST	Known mitochondrial	Da
2634	P25705	ENSG00000152234	ATP5A1	Known mitochondrial	Da
2635	P25705	ENSG00000152234	ATP5A1	Known mitochondrial	Da
2636	P25705	ENSG00000152234	ATP5A1	Known mitochondrial	Da
2637	P25874	ENSG00000109424	UCP1	Known mitochondrial	Da
2638	P26358	ENSG00000130816	DNMT1	Known mitochondrial	Da
2639	P26358	ENSG00000130816	DNMT1	Known mitochondrial	Da
2640	P26358	ENSG00000130816	DNMT1	Known mitochondrial	Da
2641	P26439	ENSG00000203859	HSD3B2	Predicted mitochondrial	Da
2642	P26439	ENSG00000203859	HSD3B2	Predicted mitochondrial	Da
2645	P26640	ENSG00000204394	VARS	Predicted mitochondrial	Da
2646	P26640	ENSG00000204394	VARS	Predicted mitochondrial	Da
2647	P26641	ENSG00000254772	EEF1G	Predicted mitochondrial	Da
2648	P26641	ENSG00000254772	EEF1G	Predicted mitochondrial	Da
2649	P27144	ENSG00000162433	AK4	Known mitochondrial	Da
2650	P27338	ENSG00000069535	MAOB	Known mitochondrial	Da
2651	P27338	ENSG00000069535	MAOB	Known mitochondrial	Da
2652	P27348	ENSG00000134308	YWHAQ	Predicted mitochondrial	Da
2653	P27361	ENSG00000102882	MAPK3	Predicted mitochondrial	Da
2654	P27361	ENSG00000102882	MAPK3	Predicted mitochondrial	Da
2655	P27361	ENSG00000102882	MAPK3	Predicted mitochondrial	Da
2656	P27469	ENSG00000123689	G0S2	Known mitochondrial	Da
2657	P27635	ENSG00000147403	RPL10	Predicted mitochondrial	Da
2658	P27695	ENSG00000100823	APEX1	Known mitochondrial	Da
2659	P27797	ENSG00000179218	CALR	Known mitochondrial	Da
2660	P27824	ENSG00000127022	CANX	Predicted mitochondrial	Da
2661	P27824	ENSG00000127022	CANX	Predicted mitochondrial	Da
2662	P27824	ENSG00000127022	CANX	Predicted mitochondrial	Da
2663	P28288	ENSG00000117528	ABCD3	Predicted mitochondrial	Da
2664	P28288	ENSG00000117528	ABCD3	Predicted mitochondrial	Da
2665	P28288	ENSG00000117528	ABCD3	Predicted mitochondrial	Da
2666	P28330	ENSG00000115361	ACADL	Known mitochondrial	Da
2667	P28331	ENSG00000023228	NDUFS1	Known mitochondrial	Da
2668	P28331	ENSG00000023228	NDUFS1	Known mitochondrial	Da
2669	P28331	ENSG00000023228	NDUFS1	Known mitochondrial	Da
2670	P28331	ENSG00000023228	NDUFS1	Known mitochondrial	Da
2671	P28331	ENSG00000023228	NDUFS1	Known mitochondrial	Da
2672	P28332	ENSG00000172955	ADH6	Predicted mitochondrial	Da
2673	P28332	ENSG00000172955	ADH6	Predicted mitochondrial	Da
2674	P28482	ENSG00000100030	MAPK1	Predicted mitochondrial	Da
2675	P28482	ENSG00000100030	MAPK1	Predicted mitochondrial	Da
2676	P28838	ENSG00000002549	LAP3	Known mitochondrial	Da
2677	P28838	ENSG00000002549	LAP3	Known mitochondrial	Da
2678	P28907	ENSG00000004468	CD38	Known mitochondrial	Da
2679	P28907	ENSG00000004468	CD38	Known mitochondrial	Da
2680	P29353	ENSG00000160691	SHC1	Known mitochondrial	Da
2681	P29353	ENSG00000160691	SHC1	Known mitochondrial	Da
2682	P29353	ENSG00000160691	SHC1	Known mitochondrial	Da
2683	P29353	ENSG00000160691	SHC1	Known mitochondrial	Da
2684	P29353	ENSG00000160691	SHC1	Known mitochondrial	Da
2685	P29353	ENSG00000160691	SHC1	Known mitochondrial	Da
2686	P29372	ENSG00000103152	MPG	Known mitochondrial	Da
2687	P29372	ENSG00000103152	MPG	Known mitochondrial	Da
2688	P29372	ENSG00000103152	MPG	Known mitochondrial	Da
2689	P29372	ENSG00000103152	MPG	Known mitochondrial	Da
2690	P29803	ENSG00000163114	PDHA2	Known mitochondrial	Da
2691	P30038	ENSG00000159423	ALDH4A1	Known mitochondrial	Da
2692	P30038	ENSG00000159423	ALDH4A1	Known mitochondrial	Da
2693	P30038	ENSG00000159423	ALDH4A1	Known mitochondrial	Da
2694	P30041	ENSG00000117592	PRDX6	Predicted mitochondrial	Da
2697	P30044	ENSG00000126432	PRDX5	Known mitochondrial	Da
2698	P30044	ENSG00000126432	PRDX5	Known mitochondrial	Da
2699	P30044	ENSG00000126432	PRDX5	Known mitochondrial	Da
2700	P30044	ENSG00000126432	PRDX5	Known mitochondrial	Da
2701	P30046	ENSG00000099977	DDT	Predicted mitochondrial	Da
2702	P30046	ENSG00000099977	DDT	Predicted mitochondrial	Da
2703	P30048	ENSG00000165672	PRDX3	Known mitochondrial	Da
2704	P30048	ENSG00000165672	PRDX3	Known mitochondrial	Da
2705	P30049	ENSG00000099624	ATP5D	Known mitochondrial	Da
2706	P30084	ENSG00000127884	ECHS1	Known mitochondrial	Da
2707	P30101	ENSG00000167004	PDIA3	Predicted mitochondrial	Da
2708	P30307	ENSG00000158402	CDC25C	Known mitochondrial	Da
2709	P30307	ENSG00000158402	CDC25C	Known mitochondrial	Da
2710	P30307	ENSG00000158402	CDC25C	Known mitochondrial	Da
2711	P30307	ENSG00000158402	CDC25C	Known mitochondrial	Da
2712	P30405	ENSG00000108179	PPIF	Known mitochondrial	Da
2713	P30405	ENSG00000108179	PPIF	Known mitochondrial	Da
2714	P30536	ENSG00000100300	TSPO	Known mitochondrial	Da
2715	P30837	ENSG00000137124	ALDH1B1	Known mitochondrial	Da
2716	P31040	ENSG00000073578	SDHA	Known mitochondrial	Da
2717	P31040	ENSG00000073578	SDHA	Known mitochondrial	Da
2718	P31040	ENSG00000073578	SDHA	Known mitochondrial	Da
2719	P31327	ENSG00000021826	CPS1	Known mitochondrial	Da
2720	P31327	ENSG00000021826	CPS1	Known mitochondrial	Da
2721	P31327	ENSG00000021826	CPS1	Known mitochondrial	Da
2722	P31689	ENSG00000086061	DNAJA1	Predicted mitochondrial	Da
2723	P31689	ENSG00000086061	DNAJA1	Predicted mitochondrial	Da
2724	P31749	ENSG00000142208	AKT1	Known mitochondrial	Da
2725	P31749	ENSG00000142208	AKT1	Known mitochondrial	Da
2726	P31930	ENSG00000010256	UQCRC1	Known mitochondrial	Da
2727	P31937	ENSG00000106049	HIBADH	Known mitochondrial	Da
2728	P31939	ENSG00000138363	ATIC	Predicted mitochondrial	Da
2729	P31939	ENSG00000138363	ATIC	Predicted mitochondrial	Da
2730	P32119	ENSG00000167815	PRDX2	Predicted mitochondrial	Da
2731	P32119	ENSG00000167815	PRDX2	Predicted mitochondrial	Da
2732	P32189	ENSG00000198814	GK	Known mitochondrial	Da
2733	P32189	ENSG00000198814	GK	Known mitochondrial	Da
2734	P32189	ENSG00000198814	GK	Known mitochondrial	Da
2735	P32189	ENSG00000198814	GK	Known mitochondrial	Da
2736	P32243	ENSG00000165588	OTX2	Known mitochondrial	Da
2737	P32243	ENSG00000165588	OTX2	Known mitochondrial	Da
2738	P32322	ENSG00000183010	PYCR1	Known mitochondrial	Da
2739	P32322	ENSG00000183010	PYCR1	Known mitochondrial	Da
2740	P32322	ENSG00000183010	PYCR1	Known mitochondrial	Da
2741	P33121	ENSG00000151726	ACSL1	Known mitochondrial	Da
2742	P33121	ENSG00000151726	ACSL1	Known mitochondrial	Da
2743	P33121	ENSG00000151726	ACSL1	Known mitochondrial	Da
2744	P33316	ENSG00000128951	DUT	Known mitochondrial	Da
2745	P33316	ENSG00000128951	DUT	Known mitochondrial	Da
2746	P33897	ENSG00000101986	ABCD1	Predicted mitochondrial	Da
2747	P34897	ENSG00000182199	SHMT2	Known mitochondrial	Da
2748	P34897	ENSG00000182199	SHMT2	Known mitochondrial	Da
2749	P34897	ENSG00000182199	SHMT2	Known mitochondrial	Da
2750	P35218	ENSG00000174990	CA5A	Known mitochondrial	Da
2751	P35232	ENSG00000167085	PHB	Known mitochondrial	Da
2752	P35232	ENSG00000167085	PHB	Known mitochondrial	Da
2753	P35270	ENSG00000116096	SPR	Predicted mitochondrial	Da
2754	P35579	ENSG00000100345	MYH9	Known mitochondrial	Da
2755	P35579	ENSG00000100345	MYH9	Known mitochondrial	Da
2756	P35580	ENSG00000133026	MYH10	Predicted mitochondrial	Da
2757	P35580	ENSG00000133026	MYH10	Predicted mitochondrial	Da
2758	P35580	ENSG00000133026	MYH10	Predicted mitochondrial	Da
2759	P35580	ENSG00000133026	MYH10	Predicted mitochondrial	Da
2760	P35580	ENSG00000133026	MYH10	Predicted mitochondrial	Da
2761	P35613	ENSG00000172270	BSG	Predicted mitochondrial	Da
2762	P35613	ENSG00000172270	BSG	Predicted mitochondrial	Da
2763	P35613	ENSG00000172270	BSG	Predicted mitochondrial	Da
2764	P35613	ENSG00000172270	BSG	Predicted mitochondrial	Da
2765	P35670	ENSG00000123191	ATP7B	Known mitochondrial	Da
2766	P35670	ENSG00000123191	ATP7B	Known mitochondrial	Da
2767	P35670	ENSG00000123191	ATP7B	Known mitochondrial	Da
2768	P35670	ENSG00000123191	ATP7B	Known mitochondrial	Da
2769	P35914	ENSG00000117305	HMGCL	Known mitochondrial	Da
2770	P35914	ENSG00000117305	HMGCL	Known mitochondrial	Da
2771	P35914	ENSG00000117305	HMGCL	Known mitochondrial	Da
2772	P36404	ENSG00000213465	ARL2	Predicted mitochondrial	Da
2773	P36404	ENSG00000213465	ARL2	Predicted mitochondrial	Da
2774	P36542	ENSG00000165629	ATP5C1	Known mitochondrial	Da
2775	P36542	ENSG00000165629	ATP5C1	Known mitochondrial	Da
2776	P36551	ENSG00000080819	CPOX	Known mitochondrial	Da
2777	P36551	ENSG00000080819	CPOX	Known mitochondrial	Da
2778	P36776	ENSG00000196365	LONP1	Known mitochondrial	Da
2779	P36776	ENSG00000196365	LONP1	Known mitochondrial	Da
2780	P36776	ENSG00000196365	LONP1	Known mitochondrial	Da
2781	P36873	ENSG00000186298	PPP1CC	Predicted mitochondrial	Da
2782	P36873	ENSG00000186298	PPP1CC	Predicted mitochondrial	Da
2783	P36957	ENSG00000119689	DLST	Known mitochondrial	Da
2784	P36957	ENSG00000119689	DLST	Known mitochondrial	Da
2785	P36969	ENSG00000167468	GPX4	Known mitochondrial	Da
2786	P36969	ENSG00000167468	GPX4	Known mitochondrial	Da
2787	P37840	ENSG00000145335	SNCA	Known mitochondrial	Da
2788	P37840	ENSG00000145335	SNCA	Known mitochondrial	Da
2789	P37840	ENSG00000145335	SNCA	Known mitochondrial	Da
2790	P38117	ENSG00000105379	ETFB	Known mitochondrial	Da
2791	P38117	ENSG00000105379	ETFB	Known mitochondrial	Da
2792	P38606	ENSG00000114573	ATP6V1A	Predicted mitochondrial	Da
2793	P38606	ENSG00000114573	ATP6V1A	Predicted mitochondrial	Da
2794	P38646	ENSG00000113013	HSPA9	Known mitochondrial	Da
2795	P39023	ENSG00000100316	RPL3	Predicted mitochondrial	Da
2796	P39210	ENSG00000115204	MPV17	Known mitochondrial	Da
2797	P39748	ENSG00000168496	FEN1	Known mitochondrial	Da
2798	P39748	ENSG00000168496	FEN1	Known mitochondrial	Da
2799	P40305	ENSG00000165949	IFI27	Known mitochondrial	Da
2800	P40763	ENSG00000168610	STAT3	Known mitochondrial	Da
2801	P40763	ENSG00000168610	STAT3	Known mitochondrial	Da
2802	P40763	ENSG00000168610	STAT3	Known mitochondrial	Da
2803	P40926	ENSG00000146701	MDH2	Known mitochondrial	Da
2804	P40926	ENSG00000146701	MDH2	Known mitochondrial	Da
2805	P40939	ENSG00000084754	HADHA	Known mitochondrial	Da
2806	P40939	ENSG00000084754	HADHA	Known mitochondrial	Da
2807	P41247	ENSG00000006757	PNPLA4	Predicted mitochondrial	Da
2808	P41247	ENSG00000006757	PNPLA4	Predicted mitochondrial	Da
2809	P41250	ENSG00000106105	GARS	Known mitochondrial	Da
2810	P42126	ENSG00000167969	ECI1	Known mitochondrial	Da
2811	P42126	ENSG00000167969	ECI1	Known mitochondrial	Da
2812	P42704	ENSG00000138095	LRPPRC	Known mitochondrial	Da
2813	P42765	ENSG00000167315	ACAA2	Known mitochondrial	Da
2814	P43155	ENSG00000095321	CRAT	Known mitochondrial	Da
2815	P43155	ENSG00000095321	CRAT	Known mitochondrial	Da
2816	P43155	ENSG00000095321	CRAT	Known mitochondrial	Da
2817	P43304	ENSG00000115159	GPD2	Known mitochondrial	Da
2818	P43304	ENSG00000115159	GPD2	Known mitochondrial	Da
2819	P43897	ENSG00000123297	TSFM	Known mitochondrial	Da
2820	P43897	ENSG00000123297	TSFM	Known mitochondrial	Da
2821	P43897	ENSG00000123297	TSFM	Known mitochondrial	Da
2822	P43897	ENSG00000123297	TSFM	Known mitochondrial	Da
2823	P45880	ENSG00000165637	VDAC2	Known mitochondrial	Da
2824	P45880	ENSG00000165637	VDAC2	Known mitochondrial	Da
2825	P45880	ENSG00000165637	VDAC2	Known mitochondrial	Da
2826	P45954	ENSG00000196177	ACADSB	Known mitochondrial	Da
2827	P45954	ENSG00000196177	ACADSB	Known mitochondrial	Da
2828	P46020	ENSG00000067177	PHKA1	Predicted mitochondrial	Da
2829	P46020	ENSG00000067177	PHKA1	Predicted mitochondrial	Da
2830	P46020	ENSG00000067177	PHKA1	Predicted mitochondrial	Da
2831	P46199	ENSG00000085760	MTIF2	Known mitochondrial	Da
2832	P46777	ENSG00000122406	RPL5	Predicted mitochondrial	Da
